county,livestock_sub_category,livestock_name,livestock_age,production_system,male_livestock_count,female_livestock_count,total_livestock_count
KAKAMEGA,Meat goats (Chevon),Boer,Less than 2 months,Semi zero grazing,0,3,3
KAKAMEGA,Meat goats (Chevon),Galla,1-2 years,Communal grazing,1,0,1
KAKAMEGA,Meat goats (Chevon),Galla,1-2 years,Free Range,37,95,132
KAKAMEGA,Meat goats (Chevon),Galla,1-2 years,Rotational grazing/paddocking,2,3,5
KAKAMEGA,Meat goats (Chevon),Galla,1-2 years,Semi zero grazing,9,39,48
KAKAMEGA,Meat goats (Chevon),Galla,1-2 years,Tethering,136,438,574
KAKAMEGA,Meat goats (Chevon),Galla,1-2 years,Zero grazing,5,8,13
KAKAMEGA,Meat goats (Chevon),Galla,2-4yrs,Communal grazing,0,1,1
KAKAMEGA,Meat goats (Chevon),Galla,2-4yrs,Free Range,31,59,90
KAKAMEGA,Meat goats (Chevon),Galla,2-4yrs,Semi zero grazing,10,31,41
KAKAMEGA,Meat goats (Chevon),Galla,2-4yrs,Tethering,56,196,252
KAKAMEGA,Meat goats (Chevon),Galla,2-6 months,Free Range,8,28,36
KAKAMEGA,Meat goats (Chevon),Galla,2-6 months,Pastoralism,2,3,5
KAKAMEGA,Meat goats (Chevon),Galla,2-6 months,Ranching,2,3,5
KAKAMEGA,Meat goats (Chevon),Galla,2-6 months,Rotational grazing/paddocking,2,5,7
KAKAMEGA,Meat goats (Chevon),Galla,2-6 months,Semi zero grazing,11,23,34
KAKAMEGA,Meat goats (Chevon),Galla,2-6 months,Tethering,34,94,128
KAKAMEGA,Meat goats (Chevon),Galla,2-6 months,Zero grazing,1,6,7
KAKAMEGA,Meat goats (Chevon),Galla,3-8 weeks,Free Range,0,1,1
KAKAMEGA,Meat goats (Chevon),Galla,3-8 weeks,Semi zero grazing,0,1,1
KAKAMEGA,Meat goats (Chevon),Galla,3-8 weeks,Tethering,8,14,22
KAKAMEGA,Meat goats (Chevon),Galla,4yrs or older,Communal grazing,1,5,6
KAKAMEGA,Meat goats (Chevon),Galla,4yrs or older,Free Range,8,27,35
KAKAMEGA,Meat goats (Chevon),Galla,4yrs or older,Pastoralism,0,3,3
KAKAMEGA,Meat goats (Chevon),Galla,4yrs or older,Semi zero grazing,3,10,13
KAKAMEGA,Meat goats (Chevon),Galla,4yrs or older,Tethering,11,50,61
KAKAMEGA,Meat goats (Chevon),Galla,4yrs or older,Zero grazing,0,1,1
KAKAMEGA,Meat goats (Chevon),Galla,6-12 months,Free Range,18,28,46
KAKAMEGA,Meat goats (Chevon),Galla,6-12 months,Rotational grazing/paddocking,7,23,30
KAKAMEGA,Meat goats (Chevon),Galla,6-12 months,Semi zero grazing,6,14,20
KAKAMEGA,Meat goats (Chevon),Galla,6-12 months,Tethering,85,338,423
KAKAMEGA,Meat goats (Chevon),Galla,Less than 2 months,Free Range,0,3,3
KAKAMEGA,Meat goats (Chevon),Galla,Less than 2 months,Ranching,0,30,30
KAKAMEGA,Meat goats (Chevon),Galla,Less than 2 months,Rotational grazing/paddocking,0,1,1
KAKAMEGA,Meat goats (Chevon),Galla,Less than 2 months,Semi zero grazing,3,2,5
KAKAMEGA,Meat goats (Chevon),Galla,Less than 2 months,Tethering,6,20,26
KAKAMEGA,Meat goats (Chevon),Galla,Less than 3 weeks,Tethering,2,5,7
KAKAMEGA,Meat goats (Chevon),Meat g,1-2 years,Communal grazing,0,3,3
KAKAMEGA,Meat goats (Chevon),Meat g,1-2 years,Free Range,28,43,71
KAKAMEGA,Meat goats (Chevon),Meat g,1-2 years,Rotational grazing/paddocking,4,15,19
KAKAMEGA,Meat goats (Chevon),Meat g,1-2 years,Semi zero grazing,2,8,10
KAKAMEGA,Meat goats (Chevon),Meat g,1-2 years,Tethering,48,183,231
KAKAMEGA,Meat goats (Chevon),Meat g,1-2 years,Zero grazing,2,5,7
KAKAMEGA,Meat goats (Chevon),Meat g,2-4yrs,Free Range,17,35,52
KAKAMEGA,Meat goats (Chevon),Meat g,2-4yrs,Rotational grazing/paddocking,1,7,8
KAKAMEGA,Meat goats (Chevon),Meat g,2-4yrs,Semi zero grazing,5,11,16
KAKAMEGA,Meat goats (Chevon),Meat g,2-4yrs,Tethering,37,107,144
KAKAMEGA,Meat goats (Chevon),Meat g,2-4yrs,Zero grazing,6,8,14
KAKAMEGA,Meat goats (Chevon),Meat g,2-6 months,Free Range,5,16,21
KAKAMEGA,Meat goats (Chevon),Meat g,2-6 months,Pastoralism,2,1,3
KAKAMEGA,Meat goats (Chevon),Meat g,2-6 months,Ranching,2,6,8
KAKAMEGA,Meat goats (Chevon),Meat g,2-6 months,Rotational grazing/paddocking,1,5,6
KAKAMEGA,Meat goats (Chevon),Meat g,2-6 months,Semi zero grazing,1,6,7
KAKAMEGA,Meat goats (Chevon),Meat g,2-6 months,Tethering,40,79,119
KAKAMEGA,Meat goats (Chevon),Meat g,3-8 weeks,Rotational grazing/paddocking,2,0,2
KAKAMEGA,Meat goats (Chevon),Meat g,3-8 weeks,Tethering,4,6,10
KAKAMEGA,Meat goats (Chevon),Meat g,4yrs or older,Free Range,9,9,18
KAKAMEGA,Meat goats (Chevon),Meat g,4yrs or older,Pastoralism,1,8,9
KAKAMEGA,Meat goats (Chevon),Meat g,4yrs or older,Rotational grazing/paddocking,1,4,5
KAKAMEGA,Meat goats (Chevon),Meat g,4yrs or older,Semi zero grazing,0,2,2
KAKAMEGA,Meat goats (Chevon),Meat g,4yrs or older,Tethering,13,39,52
KAKAMEGA,Meat goats (Chevon),Meat g,6-12 months,Communal grazing,1,3,4
KAKAMEGA,Meat goats (Chevon),Meat g,6-12 months,Free Range,4,38,42
KAKAMEGA,Meat goats (Chevon),Meat g,6-12 months,Ranching,3,6,9
KAKAMEGA,Meat goats (Chevon),Meat g,6-12 months,Semi zero grazing,2,14,16
KAKAMEGA,Meat goats (Chevon),Meat g,6-12 months,Tethering,58,159,217
KAKAMEGA,Meat goats (Chevon),Meat g,6-12 months,Zero grazing,2,3,5
KAKAMEGA,Meat goats (Chevon),Meat g,Less than 2 months,Free Range,7,9,16
KAKAMEGA,Meat goats (Chevon),Meat g,Less than 2 months,Ranching,1,1,2
KAKAMEGA,Meat goats (Chevon),Meat g,Less than 2 months,Rotational grazing/paddocking,0,2,2
KAKAMEGA,Meat goats (Chevon),Meat g,Less than 2 months,Semi zero grazing,0,2,2
KAKAMEGA,Meat goats (Chevon),Meat g,Less than 2 months,Tethering,20,38,58
KAKAMEGA,Meat goats (Chevon),Meat g,Less than 3 weeks,Tethering,5,9,14
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Communal grazing,24,76,100
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Free Range,141,476,617
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Pastoralism,7,14,21
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Ranching,0,1,1
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Rotational grazing/paddocking,18,57,75
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Semi zero grazing,62,155,217
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Tethering,488,1599,2087
KAKAMEGA,Meat goats (Chevon),Other Goat,1-2 years,Zero grazing,26,51,77
KAKAMEGA,Meat goats (Chevon),Other Goat,2-4yrs,Communal grazing,22,24,46
KAKAMEGA,Meat goats (Chevon),Other Goat,2-4yrs,Free Range,94,269,363
KAKAMEGA,Meat goats (Chevon),Other Goat,2-4yrs,Pastoralism,9,0,9
KAKAMEGA,Meat goats (Chevon),Other Goat,2-4yrs,Rotational grazing/paddocking,14,36,50
KAKAMEGA,Meat goats (Chevon),Other Goat,2-4yrs,Semi zero grazing,26,95,121
KAKAMEGA,Meat goats (Chevon),Other Goat,2-4yrs,Tethering,349,1071,1420
KAKAMEGA,Meat goats (Chevon),Other Goat,2-4yrs,Zero grazing,15,33,48
KAKAMEGA,Meat goats (Chevon),Other Goat,2-6 months,Communal grazing,5,15,20
KAKAMEGA,Meat goats (Chevon),Other Goat,2-6 months,Free Range,56,86,142
KAKAMEGA,Meat goats (Chevon),Other Goat,2-6 months,Pastoralism,0,2,2
KAKAMEGA,Meat goats (Chevon),Other Goat,2-6 months,Rotational grazing/paddocking,4,8,12
KAKAMEGA,Meat goats (Chevon),Other Goat,2-6 months,Semi zero grazing,10,22,32
KAKAMEGA,Meat goats (Chevon),Other Goat,2-6 months,Tethering,208,342,550
KAKAMEGA,Meat goats (Chevon),Other Goat,2-6 months,Zero grazing,10,20,30
KAKAMEGA,Meat goats (Chevon),Other Goat,3-8 weeks,Communal grazing,1,1,2
KAKAMEGA,Meat goats (Chevon),Other Goat,3-8 weeks,Free Range,0,2,2
KAKAMEGA,Meat goats (Chevon),Other Goat,3-8 weeks,Pastoralism,1,0,1
KAKAMEGA,Meat goats (Chevon),Other Goat,3-8 weeks,Rotational grazing/paddocking,4,7,11
KAKAMEGA,Meat goats (Chevon),Other Goat,3-8 weeks,Semi zero grazing,3,6,9
KAKAMEGA,Meat goats (Chevon),Other Goat,3-8 weeks,Tethering,30,45,75
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Communal grazing,68,168,236
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Free Range,28,81,109
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Pastoralism,0,4,4
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Ranching,5,14,19
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Rotational grazing/paddocking,2,6,8
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Semi zero grazing,17,44,61
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Tethering,91,324,415
KAKAMEGA,Meat goats (Chevon),Other Goat,4yrs or older,Zero grazing,4,14,18
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Communal grazing,5,12,17
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Free Range,75,258,333
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Pastoralism,2,0,2
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Ranching,14,25,39
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Rotational grazing/paddocking,10,42,52
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Semi zero grazing,31,88,119
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Tethering,319,932,1251
KAKAMEGA,Meat goats (Chevon),Other Goat,6-12 months,Zero grazing,19,56,75
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 2 months,Communal grazing,4,10,14
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 2 months,Free Range,14,28,42
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 2 months,Ranching,0,1,1
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 2 months,Rotational grazing/paddocking,0,2,2
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 2 months,Semi zero grazing,2,5,7
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 2 months,Tethering,75,170,245
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 2 months,Zero grazing,6,18,24
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 3 weeks,Free Range,5,3,8
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 3 weeks,Semi zero grazing,10,16,26
KAKAMEGA,Meat goats (Chevon),Other Goat,Less than 3 weeks,Tethering,13,23,36
KAKAMEGA,Meat goats (Chevon),Small East African Goats,1-2 years,Communal grazing,11,30,41
KAKAMEGA,Meat goats (Chevon),Small East African Goats,1-2 years,Free Range,90,305,395
KAKAMEGA,Meat goats (Chevon),Small East African Goats,1-2 years,Ranching,2,5,7
KAKAMEGA,Meat goats (Chevon),Small East African Goats,1-2 years,Rotational grazing/paddocking,13,43,56
KAKAMEGA,Meat goats (Chevon),Small East African Goats,1-2 years,Semi zero grazing,62,172,234
KAKAMEGA,Meat goats (Chevon),Small East African Goats,1-2 years,Tethering,512,1684,2196
KAKAMEGA,Meat goats (Chevon),Small East African Goats,1-2 years,Zero grazing,22,45,67
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-4yrs,Communal grazing,6,22,28
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-4yrs,Free Range,46,154,200
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-4yrs,Ranching,0,2,2
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-4yrs,Rotational grazing/paddocking,1,5,6
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-4yrs,Semi zero grazing,24,100,124
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-4yrs,Tethering,213,756,969
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-4yrs,Zero grazing,17,51,68
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-6 months,Communal grazing,3,8,11
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-6 months,Free Range,21,32,53
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-6 months,Rotational grazing/paddocking,5,12,17
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-6 months,Semi zero grazing,31,44,75
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-6 months,Tethering,196,453,649
KAKAMEGA,Meat goats (Chevon),Small East African Goats,2-6 months,Zero grazing,1,6,7
KAKAMEGA,Meat goats (Chevon),Small East African Goats,3-8 weeks,Communal grazing,1,4,5
KAKAMEGA,Meat goats (Chevon),Small East African Goats,3-8 weeks,Free Range,6,4,10
KAKAMEGA,Meat goats (Chevon),Small East African Goats,3-8 weeks,Semi zero grazing,4,14,18
KAKAMEGA,Meat goats (Chevon),Small East African Goats,3-8 weeks,Tethering,24,48,72
KAKAMEGA,Meat goats (Chevon),Small East African Goats,4yrs or older,Communal grazing,3,7,10
KAKAMEGA,Meat goats (Chevon),Small East African Goats,4yrs or older,Free Range,40,87,127
KAKAMEGA,Meat goats (Chevon),Small East African Goats,4yrs or older,Semi zero grazing,22,58,80
KAKAMEGA,Meat goats (Chevon),Small East African Goats,4yrs or older,Tethering,53,140,193
KAKAMEGA,Meat goats (Chevon),Small East African Goats,4yrs or older,Zero grazing,8,21,29
KAKAMEGA,Meat goats (Chevon),Small East African Goats,6-12 months,Communal grazing,8,20,28
KAKAMEGA,Meat goats (Chevon),Small East African Goats,6-12 months,Free Range,57,205,262
KAKAMEGA,Meat goats (Chevon),Small East African Goats,6-12 months,Rotational grazing/paddocking,29,62,91
KAKAMEGA,Meat goats (Chevon),Small East African Goats,6-12 months,Semi zero grazing,36,123,159
KAKAMEGA,Meat goats (Chevon),Small East African Goats,6-12 months,Tethering,251,746,997
KAKAMEGA,Meat goats (Chevon),Small East African Goats,6-12 months,Zero grazing,7,17,24
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 2 months,Communal grazing,1,3,4
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 2 months,Free Range,9,56,65
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 2 months,Rotational grazing/paddocking,4,7,11
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 2 months,Semi zero grazing,5,12,17
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 2 months,Tethering,77,125,202
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 2 months,Zero grazing,3,6,9
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Free Range,0,2,2
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Rotational grazing/paddocking,1,4,5
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Semi zero grazing,7,5,12
KAKAMEGA,Meat goats (Chevon),Small East African Goats,Less than 3 weeks,Tethering,9,13,22
KAKAMEGA,Meat goats (Chevon),Somali Goat,1-2 years,Communal grazing,2,3,5
KAKAMEGA,Meat goats (Chevon),Somali Goat,1-2 years,Free Range,13,38,51
KAKAMEGA,Meat goats (Chevon),Somali Goat,1-2 years,Rotational grazing/paddocking,1,7,8
KAKAMEGA,Meat goats (Chevon),Somali Goat,1-2 years,Semi zero grazing,16,66,82
KAKAMEGA,Meat goats (Chevon),Somali Goat,1-2 years,Tethering,50,191,241
KAKAMEGA,Meat goats (Chevon),Somali Goat,1-2 years,Zero grazing,1,7,8
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-4yrs,Communal grazing,7,11,18
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-4yrs,Free Range,6,21,27
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-4yrs,Semi zero grazing,13,30,43
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-4yrs,Tethering,21,114,135
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-4yrs,Zero grazing,0,24,24
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-6 months,Free Range,0,11,11
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-6 months,Ranching,0,3,3
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-6 months,Rotational grazing/paddocking,0,5,5
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-6 months,Semi zero grazing,6,12,18
KAKAMEGA,Meat goats (Chevon),Somali Goat,2-6 months,Tethering,33,35,68
KAKAMEGA,Meat goats (Chevon),Somali Goat,3-8 weeks,Free Range,0,2,2
KAKAMEGA,Meat goats (Chevon),Somali Goat,3-8 weeks,Tethering,10,8,18
KAKAMEGA,Meat goats (Chevon),Somali Goat,4yrs or older,Free Range,4,15,19
KAKAMEGA,Meat goats (Chevon),Somali Goat,4yrs or older,Semi zero grazing,0,2,2
KAKAMEGA,Meat goats (Chevon),Somali Goat,4yrs or older,Tethering,16,39,55
KAKAMEGA,Meat goats (Chevon),Somali Goat,6-12 months,Communal grazing,1,5,6
KAKAMEGA,Meat goats (Chevon),Somali Goat,6-12 months,Free Range,12,26,38
KAKAMEGA,Meat goats (Chevon),Somali Goat,6-12 months,Rotational grazing/paddocking,1,5,6
KAKAMEGA,Meat goats (Chevon),Somali Goat,6-12 months,Semi zero grazing,16,18,34
KAKAMEGA,Meat goats (Chevon),Somali Goat,6-12 months,Tethering,21,72,93
KAKAMEGA,Meat goats (Chevon),Somali Goat,6-12 months,Zero grazing,2,8,10
KAKAMEGA,Meat goats (Chevon),Somali Goat,Less than 2 months,Rotational grazing/paddocking,1,1,2
KAKAMEGA,Meat goats (Chevon),Somali Goat,Less than 2 months,Semi zero grazing,1,3,4
KAKAMEGA,Meat goats (Chevon),Somali Goat,Less than 2 months,Tethering,11,23,34
KAKAMEGA,Meat goats (Chevon),Somali Goat,Less than 3 weeks,Rotational grazing/paddocking,0,3,3
KAKAMEGA,Meat goats (Chevon),Somali Goat,Less than 3 weeks,Tethering,1,3,4
KAKAMEGA,Meat goats (Chevon),Somali Goat,Less than 3 weeks,Zero grazing,2,5,7
KERICHO,Dairy Goat,Kenyan Alpine,1-2 years,Communal grazing,2,1,3
KERICHO,Dairy Goat,Kenyan Alpine,1-2 years,Free Range,181,281,462
KERICHO,Dairy Goat,Kenyan Alpine,1-2 years,Ranching,0,2,2
KERICHO,Dairy Goat,Kenyan Alpine,1-2 years,Rotational grazing/paddocking,2,12,14
KERICHO,Dairy Goat,Kenyan Alpine,1-2 years,Semi zero grazing,1,16,17
KERICHO,Dairy Goat,Kenyan Alpine,1-2 years,Tethering,110,472,582
KERICHO,Dairy Goat,Kenyan Alpine,1-2 years,Zero grazing,3,14,17
KERICHO,Dairy Goat,Kenyan Alpine,2-4yrs,Communal grazing,6,16,22
KERICHO,Dairy Goat,Kenyan Alpine,2-4yrs,Free Range,101,393,494
KERICHO,Dairy Goat,Kenyan Alpine,2-4yrs,Rotational grazing/paddocking,4,20,24
KERICHO,Dairy Goat,Kenyan Alpine,2-4yrs,Semi zero grazing,8,41,49
KERICHO,Dairy Goat,Kenyan Alpine,2-4yrs,Tethering,72,395,467
KERICHO,Dairy Goat,Kenyan Alpine,2-4yrs,Zero grazing,1,10,11
KERICHO,Dairy Goat,Kenyan Alpine,2-6 months,Free Range,22,66,88
KERICHO,Dairy Goat,Kenyan Alpine,2-6 months,Semi zero grazing,1,7,8
KERICHO,Dairy Goat,Kenyan Alpine,2-6 months,Tethering,16,65,81
KERICHO,Dairy Goat,Kenyan Alpine,2-6 months,Zero grazing,1,7,8
KERICHO,Dairy Goat,Kenyan Alpine,3-8 weeks,Free Range,3,5,8
KERICHO,Dairy Goat,Kenyan Alpine,3-8 weeks,Semi zero grazing,2,1,3
KERICHO,Dairy Goat,Kenyan Alpine,3-8 weeks,Tethering,2,2,4
KERICHO,Dairy Goat,Kenyan Alpine,4yrs or older,Communal grazing,3,13,16
KERICHO,Dairy Goat,Kenyan Alpine,4yrs or older,Free Range,28,97,125
KERICHO,Dairy Goat,Kenyan Alpine,4yrs or older,Rotational grazing/paddocking,0,7,7
KERICHO,Dairy Goat,Kenyan Alpine,4yrs or older,Semi zero grazing,1,5,6
KERICHO,Dairy Goat,Kenyan Alpine,4yrs or older,Tethering,55,309,364
KERICHO,Dairy Goat,Kenyan Alpine,4yrs or older,Zero grazing,0,7,7
KERICHO,Dairy Goat,Kenyan Alpine,6-12 months,Communal grazing,2,1,3
KERICHO,Dairy Goat,Kenyan Alpine,6-12 months,Free Range,61,140,201
KERICHO,Dairy Goat,Kenyan Alpine,6-12 months,Rotational grazing/paddocking,2,2,4
KERICHO,Dairy Goat,Kenyan Alpine,6-12 months,Semi zero grazing,1,2,3
KERICHO,Dairy Goat,Kenyan Alpine,6-12 months,Tethering,71,167,238
KERICHO,Dairy Goat,Kenyan Alpine,6-12 months,Zero grazing,2,4,6
KERICHO,Dairy Goat,Kenyan Alpine,Less than 2 months,Free Range,2,2,4
KERICHO,Dairy Goat,Kenyan Alpine,Less than 2 months,Tethering,8,20,28
KERICHO,Dairy Goat,Kenyan Alpine,Less than 3 weeks,Tethering,1,3,4
KERICHO,Dairy Goat,Saanen,1-2 years,Free Range,101,286,387
KERICHO,Dairy Goat,Saanen,1-2 years,Rotational grazing/paddocking,1,7,8
KERICHO,Dairy Goat,Saanen,1-2 years,Semi zero grazing,0,5,5
KERICHO,Dairy Goat,Saanen,1-2 years,Tethering,103,305,408
KERICHO,Dairy Goat,Saanen,1-2 years,Zero grazing,1,1,2
KERICHO,Dairy Goat,Saanen,2-4yrs,Free Range,34,171,205
KERICHO,Dairy Goat,Saanen,2-4yrs,Rotational grazing/paddocking,0,9,9
KERICHO,Dairy Goat,Saanen,2-4yrs,Semi zero grazing,0,2,2
KERICHO,Dairy Goat,Saanen,2-4yrs,Tethering,27,134,161
KERICHO,Dairy Goat,Saanen,2-4yrs,Zero grazing,1,8,9
KERICHO,Dairy Goat,Saanen,2-6 months,Free Range,18,23,41
KERICHO,Dairy Goat,Saanen,2-6 months,Tethering,15,16,31
KERICHO,Dairy Goat,Saanen,3-8 weeks,Free Range,2,4,6
KERICHO,Dairy Goat,Saanen,3-8 weeks,Semi zero grazing,0,1,1
KERICHO,Dairy Goat,Saanen,3-8 weeks,Tethering,0,2,2
KERICHO,Dairy Goat,Saanen,4yrs or older,Free Range,8,122,130
KERICHO,Dairy Goat,Saanen,4yrs or older,Semi zero grazing,0,1,1
KERICHO,Dairy Goat,Saanen,4yrs or older,Tethering,5,29,34
KERICHO,Dairy Goat,Saanen,4yrs or older,Zero grazing,0,2,2
KERICHO,Dairy Goat,Saanen,6-12 months,Free Range,58,146,204
KERICHO,Dairy Goat,Saanen,6-12 months,Tethering,39,89,128
KERICHO,Dairy Goat,Saanen,6-12 months,Zero grazing,1,2,3
KERICHO,Dairy Goat,Saanen,Less than 2 months,Free Range,3,6,9
KERICHO,Dairy Goat,Saanen,Less than 2 months,Tethering,4,3,7
KERICHO,Dairy Goat,Saanen,Less than 3 weeks,Free Range,3,1,4
KERICHO,Dairy Goat,Saanen,Less than 3 weeks,Semi zero grazing,1,1,2
KERICHO,Dairy Goat,Saanen,Less than 3 weeks,Tethering,1,3,4
KERICHO,Dairy Goat,Toggen burg,1-2 years,Free Range,43,184,227
KERICHO,Dairy Goat,Toggen burg,1-2 years,Rotational grazing/paddocking,5,23,28
KERICHO,Dairy Goat,Toggen burg,1-2 years,Semi zero grazing,4,12,16
KERICHO,Dairy Goat,Toggen burg,1-2 years,Tethering,31,157,188
KERICHO,Dairy Goat,Toggen burg,1-2 years,Zero grazing,1,11,12
KERICHO,Dairy Goat,Toggen burg,2-4yrs,Communal grazing,3,5,8
KERICHO,Dairy Goat,Toggen burg,2-4yrs,Free Range,47,219,266
KERICHO,Dairy Goat,Toggen burg,2-4yrs,Pastoralism,1,6,7
KERICHO,Dairy Goat,Toggen burg,2-4yrs,Rotational grazing/paddocking,1,9,10
KERICHO,Dairy Goat,Toggen burg,2-4yrs,Semi zero grazing,5,11,16
KERICHO,Dairy Goat,Toggen burg,2-4yrs,Tethering,25,191,216
KERICHO,Dairy Goat,Toggen burg,2-4yrs,Zero grazing,2,10,12
KERICHO,Dairy Goat,Toggen burg,2-6 months,Free Range,14,35,49
KERICHO,Dairy Goat,Toggen burg,2-6 months,Rotational grazing/paddocking,2,12,14
KERICHO,Dairy Goat,Toggen burg,2-6 months,Semi zero grazing,3,15,18
KERICHO,Dairy Goat,Toggen burg,2-6 months,Tethering,10,28,38
KERICHO,Dairy Goat,Toggen burg,2-6 months,Zero grazing,1,2,3
KERICHO,Dairy Goat,Toggen burg,3-8 weeks,Rotational grazing/paddocking,0,2,2
KERICHO,Dairy Goat,Toggen burg,3-8 weeks,Tethering,4,5,9
KERICHO,Dairy Goat,Toggen burg,3-8 weeks,Zero grazing,0,1,1
KERICHO,Dairy Goat,Toggen burg,4yrs or older,Communal grazing,0,5,5
KERICHO,Dairy Goat,Toggen burg,4yrs or older,Free Range,22,104,126
KERICHO,Dairy Goat,Toggen burg,4yrs or older,Ranching,1,4,5
KERICHO,Dairy Goat,Toggen burg,4yrs or older,Rotational grazing/paddocking,0,2,2
KERICHO,Dairy Goat,Toggen burg,4yrs or older,Semi zero grazing,0,10,10
KERICHO,Dairy Goat,Toggen burg,4yrs or older,Tethering,21,104,125
KERICHO,Dairy Goat,Toggen burg,4yrs or older,Zero grazing,3,11,14
KERICHO,Dairy Goat,Toggen burg,6-12 months,Free Range,53,146,199
KERICHO,Dairy Goat,Toggen burg,6-12 months,Semi zero grazing,3,11,14
KERICHO,Dairy Goat,Toggen burg,6-12 months,Tethering,29,107,136
KERICHO,Dairy Goat,Toggen burg,6-12 months,Zero grazing,1,3,4
KERICHO,Dairy Goat,Toggen burg,Less than 2 months,Free Range,5,4,9
KERICHO,Dairy Goat,Toggen burg,Less than 2 months,Tethering,8,17,25
KERICHO,Dairy Goat,Toggen burg,Less than 2 months,Zero grazing,1,2,3
KERICHO,Dairy Goat,Toggen burg,Less than 3 weeks,Free Range,1,1,2
KERICHO,Dairy Goat,Toggen burg,Less than 3 weeks,Tethering,2,0,2
KERICHO,Dairy Goat,Toggen burg,Less than 3 weeks,Zero grazing,0,2,2
KERICHO,Meat goats (Chevon),Boer,1-2 years,Communal grazing,5,8,13
KERICHO,Meat goats (Chevon),Boer,1-2 years,Free Range,2,9,11
KERICHO,Meat goats (Chevon),Boer,1-2 years,Tethering,8,35,43
